STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,URBANIZATION,Urbanization,DISABILITY,Disability,OCCUPATION,Occupation,ECONOMIC_SECTOR,Economic sector,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,_X,Not allocated/unspecified,_T,All activity sectors,2013,,2.13,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,_T,All occupations,_T,All activity sectors,2019,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,5,Services and Sales Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,,1.2,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,3,Technicians and Associate Professionals,H,Transportation and storage,2012,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,5,Services and Sales Workers,I,Accommodation and food service activities,2019,,0.85,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,7,Craft and Related Trades Workers,K,Financial and insurance activities,2012,,0.63,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,5,Services and Sales Workers,N,Administrative and support service activities,2019,,1.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,7,Craft and Related Trades Workers,N,Administrative and support service activities,2019,,1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,3,Technicians and Associate Professionals,O,Public administration and defence; compulsory social security,2019,,0.43,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,4,Clerical Support Workers,O,Public administration and defence; compulsory social security,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,5,Services and Sales Workers,O,Public administration and defence; compulsory social security,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,1,Managers,P,Education,2019,,1.45,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,2,Professionals,P,Education,2013,,0.85,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,4,Clerical Support Workers,S,Other service activities,2013,,0.9,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,9,Elementary Occupations,S,Other service activities,2013,,0.99,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,_X,Not allocated/unspecified,X,Not elsewhere classified,2019,,1.14,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,3,Technicians and Associate Professionals,H,Transportation and storage,2012,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,7,Craft and Related Trades Workers,M,"Professional, scientific and technical activities",2013,,0.81,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,2,Professionals,O,Public administration and defence; compulsory social security,2012,,0.82,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,4,Clerical Support Workers,O,Public administration and defence; compulsory social security,2013,,1.34,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,2,Professionals,O,Public administration and defence; compulsory social security,2015,,0.93,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,1,Managers,A,Agriculture; forestry and fishing,2019,,0.84,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,9,Elementary Occupations,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2019,,0.81,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,3,Technicians and Associate Professionals,H,Transportation and storage,2019,,1.48,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,9,Elementary Occupations,H,Transportation and storage,2019,,0.93,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,2,Professionals,S,Other service activities,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,7,Craft and Related Trades Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2019,,0.87,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,9,Elementary Occupations,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,,0.81,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,7,Craft and Related Trades Workers,I,Accommodation and food service activities,2013,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,9,Elementary Occupations,I,Accommodation and food service activities,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,3,Technicians and Associate Professionals,J,Information and communication,2021,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,1,Managers,O,Public administration and defence; compulsory social security,2013,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,2,Professionals,O,Public administration and defence; compulsory social security,2013,,0.85,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,7,Craft and Related Trades Workers,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2019,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,3,Technicians and Associate Professionals,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2012,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,4,Clerical Support Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2012,,1.8,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,1,Managers,M,"Professional, scientific and technical activities",2012,,0.99,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,8,Plant and Machine Operators and Assemblers,N,Administrative and support service activities,2013,,0.91,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,1,Managers,S,Other service activities,2013,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,3,Technicians and Associate Professionals,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2015,,1.7,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,7,Craft and Related Trades Workers,D,"Electricity; gas, steam and air conditioning supply",2021,,0.82,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,4,Clerical Support Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,,0.99,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,_T,All occupations,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2013,,1.69,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,_T,All occupations,C,Manufacturing,2019,,0.9,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,_T,All occupations,I,Accommodation and food service activities,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,_T,All occupations,M,"Professional, scientific and technical activities",2019,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,_T,All occupations,P,Education,2013,,0.95,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,_T,All occupations,F,Construction,2012,,0.7,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,_T,All occupations,U,Activities of extraterritorial organizations and bodies,2013,,1.5,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,_T,All occupations,E,"Water supply; sewerage, waste management and remediation activities",2013,,1.2,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,_T,All occupations,F,Construction,2013,,0.98,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,_T,All occupations,A,Agriculture; forestry and fishing,2019,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,_T,All occupations,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2019,,0.86,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,_T,All occupations,N,Administrative and support service activities,2015,,0.88,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,_T,All occupations,J,Information and communication,2013,,1.51,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,7,Craft and Related Trades Workers,_T,All activity sectors,2012,,0.63,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,_X,Not allocated/unspecified,_T,All activity sectors,2013,,2.13,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,6,"Skilled Agricultural, Forestry and Fishery Workers",_T,All activity sectors,2013,,2.33,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,7,Craft and Related Trades Workers,_T,All activity sectors,2015,,0.71,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,PD,Persons with disability,1,Managers,_T,All activity sectors,2019,,0.84,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,R,Rural,PD,Persons with disability,7,Craft and Related Trades Workers,_T,All activity sectors,2019,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,_T,National,PD,Persons with disability,1,Managers,_T,All activity sectors,2019,,0.84,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,8,Plant and Machine Operators and Assemblers,_T,All activity sectors,2012,,0.41,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,4,Clerical Support Workers,_T,All activity sectors,2013,,1.69,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,8,Plant and Machine Operators and Assemblers,_T,All activity sectors,2015,,0.53,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,_T,All occupations,_T,All activity sectors,2013,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,7,Craft and Related Trades Workers,F,Construction,2019,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,9,Elementary Occupations,F,Construction,2019,,0.93,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,8,Plant and Machine Operators and Assemblers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2013,,0.91,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,5,Services and Sales Workers,I,Accommodation and food service activities,2012,,0.62,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,4,Clerical Support Workers,O,Public administration and defence; compulsory social security,2013,,0.9,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,1,Managers,P,Education,2013,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,5,Services and Sales Workers,P,Education,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,2,Professionals,Q,Human health and social work activities,2013,,0.94,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,3,Technicians and Associate Professionals,Q,Human health and social work activities,2021,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,5,Services and Sales Workers,Q,Human health and social work activities,2019,,1.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,4,Clerical Support Workers,S,Other service activities,2012,,1.8,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,9,Elementary Occupations,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2012,,0.83,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,9,Elementary Occupations,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2015,,0.66,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,3,Technicians and Associate Professionals,J,Information and communication,2012,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,6,"Skilled Agricultural, Forestry and Fishery Workers",T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2012,,1.14,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,6,"Skilled Agricultural, Forestry and Fishery Workers",H,Transportation and storage,2019,,0.2,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,8,Plant and Machine Operators and Assemblers,H,Transportation and storage,2019,,1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,5,Services and Sales Workers,H,Transportation and storage,2021,,1.2,,RATIO_POP,ratio to total population,,,,,,,,,,
